epoch,auc_4,loss,lr,precision_4,python_function,recall_4,val_auc_4,val_loss,val_precision_4,val_python_function,val_recall_4
21,NA,7.042914390563965,0.001,NA,0.4273768961429596,NA,NA,6.895293235778809,NA,0.41560015082359314,NA
22,NA,6.883814334869385,0.001,NA,0.4297369718551636,NA,NA,6.740656852722168,NA,0.40971237421035767,NA
23,NA,6.728781700134277,0.001,NA,0.4266812205314636,NA,NA,6.590394973754883,NA,0.40738266706466675,NA
24,NA,6.578794956207275,0.001,NA,0.42559346556663513,NA,NA,6.444258213043213,NA,0.4028851389884949,NA
25,NA,6.4324493408203125,0.001,NA,0.4206164479255676,NA,NA,6.3023762702941895,NA,0.3989449143409729,NA
26,NA,6.290756702423096,0.001,NA,0.4170543849468231,NA,NA,6.164463043212891,NA,0.39074820280075073,NA
27,NA,6.152928829193115,0.001,NA,0.4131174087524414,NA,NA,6.0301833152771,NA,0.3848036825656891,NA
28,NA,6.018416881561279,0.001,NA,0.4078054428100586,NA,NA,5.899806022644043,NA,0.37907761335372925,NA
29,NA,5.888556957244873,0.001,NA,0.4013392925262451,NA,NA,5.773280620574951,NA,0.3738876283168793,NA
30,NA,5.762087821960449,0.001,NA,0.39510253071784973,NA,NA,5.6503825187683105,NA,0.3682674765586853,NA
31,NA,5.639402389526367,0.001,NA,0.38890552520751953,NA,NA,5.531078338623047,NA,0.364010214805603,NA
32,NA,5.519831657409668,0.001,NA,0.3838959038257599,NA,NA,5.415377616882324,NA,0.3571971356868744,NA
33,NA,5.404061317443848,0.001,NA,0.3835360109806061,NA,NA,5.302943706512451,NA,0.35456424951553345,NA
34,NA,5.291182041168213,0.001,NA,0.3769416809082031,NA,NA,5.193717956542969,NA,0.3532368540763855,NA
35,NA,5.18221378326416,0.001,NA,0.3730621039867401,NA,NA,5.087624549865723,NA,0.35404834151268005,NA
36,NA,5.075985908508301,0.001,NA,0.37016957998275757,NA,NA,4.984686374664307,NA,0.3524245619773865,NA
37,NA,4.972862243652344,0.001,NA,0.3674672842025757,NA,NA,4.884817123413086,NA,0.3484569489955902,NA
38,NA,4.872990131378174,0.001,NA,0.3655385375022888,NA,NA,4.7878923416137695,NA,0.3460422456264496,NA
39,NA,4.775763034820557,0.001,NA,0.3636547923088074,NA,NA,4.693803787231445,NA,0.34530049562454224,NA
40,NA,4.681665897369385,0.001,NA,0.3613675534725189,NA,NA,4.602445602416992,NA,0.34483474493026733,NA
41,NA,4.589755058288574,0.001,NA,0.36068692803382874,NA,NA,4.513625144958496,NA,0.341417521238327,NA
42,NA,4.501161098480225,0.001,NA,0.3598927855491638,NA,NA,4.427535057067871,NA,0.3400476574897766,NA
43,NA,4.4148054122924805,0.001,NA,0.3554917573928833,NA,NA,4.343900203704834,NA,0.3378869295120239,NA
44,NA,4.331279754638672,0.001,NA,0.35850247740745544,NA,NA,4.262792587280273,NA,0.3393346965312958,NA
45,NA,4.2501020431518555,0.001,NA,0.36062613129615784,NA,NA,4.183577537536621,NA,0.3441072702407837,NA
46,NA,4.170936107635498,0.001,NA,0.36018019914627075,NA,NA,4.106980323791504,NA,0.350002646446228,NA
47,NA,4.094155788421631,0.001,NA,0.3603258728981018,NA,NA,4.032864093780518,NA,0.34882357716560364,NA
48,NA,4.019390106201172,0.001,NA,0.36131295561790466,NA,NA,3.961240530014038,NA,0.34551966190338135,NA
49,NA,3.9475104808807373,0.001,NA,0.36013445258140564,NA,NA,3.8913826942443848,NA,0.3434508144855499,NA
50,NA,3.8772594928741455,0.001,NA,0.3599204123020172,NA,NA,3.8231420516967773,NA,0.34713616967201233,NA
51,NA,3.8087158203125,0.001,NA,0.36494454741477966,NA,NA,3.7575552463531494,NA,0.3506101071834564,NA
52,NA,3.7423222064971924,0.001,NA,0.3653806149959564,NA,NA,3.6938867568969727,NA,0.35548174381256104,NA
53,NA,3.6782217025756836,0.001,NA,0.3700215220451355,NA,NA,3.6325111389160156,NA,0.35659751296043396,NA
54,NA,3.6158196926116943,0.001,NA,0.3728981614112854,NA,NA,3.5720326900482178,NA,0.3659451901912689,NA
55,NA,3.554701566696167,0.001,NA,0.3761177659034729,NA,NA,3.51448392868042,NA,0.368656188249588,NA
56,NA,3.495117425918579,0.001,NA,0.37879908084869385,NA,NA,3.458221912384033,NA,0.36778101325035095,NA
57,NA,3.437291145324707,0.001,NA,0.3802403211593628,NA,NA,3.403998374938965,NA,0.3729349672794342,NA
58,NA,3.3803694248199463,0.001,NA,0.386642724275589,NA,NA,3.3518738746643066,NA,0.37772873044013977,NA
59,NA,3.3264000415802,0.001,NA,0.3912706971168518,NA,NA,3.297844409942627,NA,0.3861376643180847,NA
60,NA,3.2742085456848145,0.001,NA,0.39596208930015564,NA,NA,3.2512593269348145,NA,0.39742013812065125,NA
61,NA,3.220642566680908,0.001,NA,0.40857410430908203,NA,NA,3.2049546241760254,NA,0.4055400788784027,NA
62,NA,3.1696314811706543,0.001,NA,0.42146775126457214,NA,NA,3.1602466106414795,NA,0.3972930312156677,NA
63,NA,3.1228935718536377,0.001,NA,0.4135967791080475,NA,NA,3.1134328842163086,NA,0.4241221249103546,NA
64,NA,3.074615001678467,0.001,NA,0.43116870522499084,NA,NA,3.0752081871032715,NA,0.4211706519126892,NA
65,NA,3.0271151065826416,0.001,NA,0.43950381875038147,NA,NA,3.0265047550201416,NA,0.43221315741539,NA
66,NA,2.982916831970215,0.001,NA,0.4530640244483948,NA,NA,2.9908008575439453,NA,0.4433826208114624,NA
67,NA,2.9398956298828125,0.001,NA,0.461963415145874,NA,NA,2.9535505771636963,NA,0.4713773727416992,NA
68,NA,2.903925895690918,0.001,NA,0.4781420826911926,NA,NA,2.9582114219665527,NA,0.4647902548313141,NA
69,NA,2.879517078399658,0.001,NA,0.4873351752758026,NA,NA,2.882242441177368,NA,0.4494551718235016,NA
70,NA,2.830434560775757,0.001,NA,0.4631500840187073,NA,NA,2.825160503387451,NA,0.4528796374797821,NA
71,NA,2.7944765090942383,0.001,NA,0.45971596240997314,NA,NA,2.817082405090332,NA,0.4364214837551117,NA
72,NA,2.749443531036377,0.001,NA,0.466194212436676,NA,NA,2.7774863243103027,NA,0.44929230213165283,NA
73,NA,2.710542678833008,0.001,NA,0.46590903401374817,NA,NA,2.725637674331665,NA,0.44805654883384705,NA
74,NA,2.6803863048553467,0.001,NA,0.4519585072994232,NA,NA,2.6973915100097656,NA,0.431514710187912,NA
75,NA,2.6409592628479004,0.001,NA,0.4612506031990051,NA,NA,2.6629343032836914,NA,0.43829309940338135,NA
76,NA,2.610180139541626,0.001,NA,0.46026334166526794,NA,NA,2.626709461212158,NA,0.42121371626853943,NA
77,NA,2.576450824737549,0.001,NA,0.4525642991065979,NA,NA,2.5915780067443848,NA,0.41618695855140686,NA
78,NA,2.54400634765625,0.001,NA,0.4436062276363373,NA,NA,2.5610501766204834,NA,0.41267770528793335,NA
79,NA,2.511514186859131,0.001,NA,0.44410791993141174,NA,NA,2.5338034629821777,NA,0.4355316758155823,NA
80,NA,2.478804588317871,0.001,NA,0.4619685113430023,NA,NA,2.517441749572754,NA,0.468581885099411,NA
81,NA,2.454409122467041,0.001,NA,0.48717978596687317,NA,NA,2.4857311248779297,NA,0.4459879398345947,NA
82,NA,2.415801525115967,0.001,NA,0.4734116196632385,NA,NA,2.4644813537597656,NA,0.4447031617164612,NA
83,NA,2.387465238571167,0.001,NA,0.4764775335788727,NA,NA,2.4382760524749756,NA,0.4508463442325592,NA
84,NA,2.3593862056732178,0.001,NA,0.481849730014801,NA,NA,2.419172763824463,NA,0.4588940739631653,NA
85,NA,2.3310272693634033,0.001,NA,0.48658066987991333,NA,NA,2.388991594314575,NA,0.45228585600852966,NA
86,NA,2.3039984703063965,0.001,NA,0.481974720954895,NA,NA,2.3757176399230957,NA,0.45453161001205444,NA
87,NA,2.279690742492676,0.001,NA,0.4834909439086914,NA,NA,2.3812239170074463,NA,0.46504464745521545,NA
88,NA,2.2659623622894287,0.001,NA,0.4956129789352417,NA,NA,2.3496639728546143,NA,0.46517154574394226,NA
89,NA,2.223768711090088,0.001,NA,0.5002861618995667,NA,NA,2.2992007732391357,NA,0.45593637228012085,NA
90,NA,2.2379422187805176,0.001,NA,0.47591882944107056,NA,NA,2.3480045795440674,NA,0.48474910855293274,NA
91,NA,2.216900587081909,0.001,NA,0.5164182186126709,NA,NA,2.2734010219573975,NA,0.46687307953834534,NA
92,NA,2.1771819591522217,0.001,NA,0.49894407391548157,NA,NA,2.2370972633361816,NA,0.4617687463760376,NA
93,NA,2.1681365966796875,0.001,NA,0.4789476990699768,NA,NA,2.209115743637085,NA,0.45858389139175415,NA
94,NA,2.133800983428955,0.001,NA,0.49841707944869995,NA,NA,2.196216583251953,NA,0.47956058382987976,NA
95,NA,2.1150741577148438,0.001,NA,0.5085791945457458,NA,NA,2.1660497188568115,NA,0.4769899845123291,NA
96,NA,2.094130754470825,0.001,NA,0.5079728960990906,NA,NA,2.130026340484619,NA,0.4577016830444336,NA
97,NA,2.0734124183654785,0.001,NA,0.49704816937446594,NA,NA,2.1026880741119385,NA,0.45170697569847107,NA
98,NA,2.0558276176452637,0.001,NA,0.4832105338573456,NA,NA,2.086411952972412,NA,0.44885513186454773,NA
99,NA,2.0355889797210693,0.001,NA,0.48410889506340027,NA,NA,2.0762767791748047,NA,0.44720324873924255,NA
